combo_id,methods,k,rows,dataset_path,status
7fa56fc105,ta_word_insert_syn+ta_wordswap_homoglyph,2,184,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_7fa56fc105/dataset.csv,ok
8bb6756752,ta_wordswap_embedding+ta_wordswap_homoglyph,2,401,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8bb6756752/dataset.csv,ok
a0427fca91,nlp_keyboard,1,4062,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_a0427fca91/dataset.csv,ok
fd5c4a6cd8,nlp_randword_sub,1,3623,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_fd5c4a6cd8/dataset.csv,ok
bf0e7aca96,ta_char_rand_swap,1,394,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_bf0e7aca96/dataset.csv,ok
df26ec5bb7,ta_wordswap_embedding,1,3061,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_df26ec5bb7/dataset.csv,ok
c3a3199c51,nlp_cwe_sub_roberta+nlp_randchar_swap,2,3828,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c3a3199c51/dataset.csv,ok
65da3e2c2f,nlp_cwe_sub_roberta+ta_char_rand_del,2,48,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_65da3e2c2f/dataset.csv,ok
2f9fd311eb,nlp_cwe_sub_roberta+ta_word_insert_syn,2,2945,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2f9fd311eb/dataset.csv,ok
bcc2df708c,nlp_keyboard+nlp_randchar_del,2,2436,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bcc2df708c/dataset.csv,ok
9eb6aad2d2,nlp_keyboard+nlp_wordnet_insert,2,3864,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9eb6aad2d2/dataset.csv,ok
1ea05df777,nlp_keyboard+ta_wordswap_qwerty,2,354,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_1ea05df777/dataset.csv,ok
c07dda7b09,nlp_ocr+nlp_randword_sub,2,3287,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c07dda7b09/dataset.csv,ok
c7b4578419,nlp_ocr+ta_char_rand_swap,2,365,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c7b4578419/dataset.csv,ok
9ecff42d10,nlp_ocr+ta_wordswap_embedding,2,3037,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9ecff42d10/dataset.csv,ok
27e15d3dcc,nlp_randchar_del+nlp_randword_delete,2,1716,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_27e15d3dcc/dataset.csv,ok
312347fba5,nlp_randchar_del+ta_char_rand_ins,2,54,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_312347fba5/dataset.csv,ok
8bfdcefba8,nlp_randchar_ins+nlp_randword_delete,2,1395,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8bfdcefba8/dataset.csv,ok
9e4222fd29,nlp_randchar_ins+ta_char_rand_ins,2,75,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_9e4222fd29/dataset.csv,ok
216b48b413,nlp_randchar_sub+nlp_randword_sub,2,4036,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_216b48b413/dataset.csv,ok
c0179689d2,nlp_randchar_sub+ta_char_rand_swap,2,363,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_c0179689d2/dataset.csv,ok
979a7cb730,nlp_randchar_sub+ta_wordswap_embedding,2,3580,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_979a7cb730/dataset.csv,ok
8a4b4061f5,nlp_randchar_swap+nlp_wordnet_insert,2,3833,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8a4b4061f5/dataset.csv,ok
083026844e,nlp_randchar_swap+ta_wordswap_qwerty,2,392,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_083026844e/dataset.csv,ok
83555fcbaa,nlp_randword_delete+ta_char_rand_del,2,192,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_83555fcbaa/dataset.csv,ok
da20c726fb,nlp_randword_delete+ta_word_insert_syn,2,3177,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_da20c726fb/dataset.csv,ok
717447103f,nlp_randword_sub+nlp_wordnet_insert,2,3787,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_717447103f/dataset.csv,ok
decd97142f,nlp_randword_sub+ta_wordswap_qwerty,2,574,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_decd97142f/dataset.csv,ok
ce0bee658b,nlp_spelling+ta_char_rand_swap,2,361,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_ce0bee658b/dataset.csv,ok
89b376acfe,nlp_spelling+ta_wordswap_embedding,2,1339,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_89b376acfe/dataset.csv,ok
55b768f528,nlp_wordnet_insert+ta_char_rand_ins,2,102,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_55b768f528/dataset.csv,ok
4985cbe9d6,nlp_wordnet_syn+ta_char_rand_ins,2,46,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_4985cbe9d6/dataset.csv,ok
238c142e61,ta_char_neighbor+ta_char_rand_swap,2,383,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_238c142e61/dataset.csv,ok
40fafbefec,ta_char_neighbor+ta_wordswap_embedding,2,402,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_40fafbefec/dataset.csv,ok
399a0c35fe,ta_char_rand_del+ta_wordswap_qwerty,2,49,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_399a0c35fe/dataset.csv,ok
8094294d6d,ta_char_rand_ins+ta_word_insert_syn,2,32,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_8094294d6d/dataset.csv,ok
5e39d6e396,ta_char_rand_swap+ta_wordswap_qwerty,2,379,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_5e39d6e396/dataset.csv,ok
67b1bcbac6,ta_contraction+ta_wordswap_embedding,2,141,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_67b1bcbac6/dataset.csv,ok
bb935eda95,ta_word_delete+ta_wordswap_embedding,2,2659,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bb935eda95/dataset.csv,ok
bae8fecdf7,ta_word_insert_syn+ta_wordswap_qwerty,2,188,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_bae8fecdf7/dataset.csv,ok
f51b612830,ta_wordswap_embedding+ta_wordswap_qwerty,2,422,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f51b612830/dataset.csv,ok
7d61ef8d13,nlp_ocr,1,3169,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_7d61ef8d13/dataset.csv,ok
8e1b54a7f6,nlp_spelling,1,1209,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_8e1b54a7f6/dataset.csv,ok
7e94f08c64,ta_contraction,1,77,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_7e94f08c64/dataset.csv,ok
b11683c456,ta_wordswap_homoglyph,1,400,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_1_b11683c456/dataset.csv,ok
f2626b9b17,nlp_keyboard+nlp_randchar_ins,2,1964,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_f2626b9b17/dataset.csv,ok
a93bb648df,nlp_keyboard+nlp_wordnet_syn,2,3714,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a93bb648df/dataset.csv,ok
5e3cc60d71,nlp_keyboard+ta_wordswap_wordnet,2,3819,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_5e3cc60d71/dataset.csv,ok
d8c84f7b05,nlp_ocr+nlp_spelling,2,973,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d8c84f7b05/dataset.csv,ok
01b34b61fc,nlp_ocr+ta_contraction,2,73,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_01b34b61fc/dataset.csv,ok
243d0379b1,nlp_ocr+ta_wordswap_homoglyph,2,371,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_243d0379b1/dataset.csv,ok
6390ecf844,nlp_randchar_del+nlp_randword_sub,2,1724,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_6390ecf844/dataset.csv,ok
185394e75d,nlp_randchar_del+ta_char_rand_swap,2,324,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_185394e75d/dataset.csv,ok
0a06d3cbe8,nlp_randchar_del+ta_wordswap_embedding,2,1568,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_0a06d3cbe8/dataset.csv,ok
3a2393104b,nlp_randchar_ins+nlp_randword_sub,2,1405,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_3a2393104b/dataset.csv,ok
6e9a3a02c3,nlp_randchar_ins+ta_char_rand_swap,2,222,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_6e9a3a02c3/dataset.csv,ok
997d8d4f57,nlp_randchar_ins+ta_wordswap_embedding,2,1157,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_997d8d4f57/dataset.csv,ok
2549d09c62,nlp_randchar_sub+nlp_spelling,2,2017,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2549d09c62/dataset.csv,ok
2b9a93b106,nlp_randchar_sub+ta_contraction,2,93,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2b9a93b106/dataset.csv,ok
d2ca6c4e04,nlp_randchar_sub+ta_wordswap_homoglyph,2,353,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_d2ca6c4e04/dataset.csv,ok
368f315ade,nlp_randchar_swap+nlp_wordnet_syn,2,3657,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_368f315ade/dataset.csv,ok
a7b5c039e7,nlp_randchar_swap+ta_wordswap_wordnet,2,3817,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_a7b5c039e7/dataset.csv,ok
2d05d0b8a3,nlp_randword_delete+ta_char_rand_ins,2,141,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_2d05d0b8a3/dataset.csv,ok
eebc31fca0,nlp_randword_sub+nlp_wordnet_syn,2,3572,/experiment/YuNing/DataAugmentation_ReDSM5/data/processed/augsets/combo_2_eebc31fca0/dataset.csv,ok
